"Modelo","RMSE","MAE","R2"
"1_Lineal_Basico",41.3022008480728,27.243282395492,0.326036997153095
"2_Lineal_Espacial",40.8078587556621,26.7899915286279,0.342073646270403
"3_XGBoost_Basico",30.7497359590444,18.0856642282049,0.626429606449447
"4_XGBoost_Espacial",30.6145705752486,17.9423319357848,0.629706565245435
"5_Tuning_Basico",29.8997148904353,17.3870451703743,0.646797505377623
"6_Tuning_Espacial",33.2850205102612,19.5976452729155,0.562289136105476
